ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:9007_#1,https://data.letterenhuis.be/ark:/24970/a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_AcquisitionNumbers,1,,,,143369,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_Acquisitions,1,tr:lh:6180,"dlod={""name"":""Archiefstukken van Domien de Gruyter"",""ark"":""ark:/24970/x0/64bf598c-2293-53d0-a5e5-485323145b4b"",""uri"":""/repositories/11/accessions/661263"",""id"":""tr:lh:6180"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/64bf598c-2293-53d0-a5e5-485323145b4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92448,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/dbc5d55b-920b-591b-8d27-e7518aff4b5f"",""uri"":""/repositories/11/archival_objects/9891939"",""id"":""isad:lh:92448"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van ~[Domien de Gruyter](au::8058)~"",""resourceArk"":""ark:/24970/x0/2a3c008e-15a5-5951-85d7-c1fad497f363"",""resourceURI"":""/repositories/11/resources/72549"",""resourceID"":""isad:lh:678"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/dbc5d55b-920b-591b-8d27-e7518aff4b5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,55 x 43,,,,,,,,,,,,"55 x 43 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,550,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,430,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:9007_#1,143369,T 376525 / A,a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tr:lh:6180,isad:lh:92448,,,,,,,,,,,,,,,,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
a6d2c1bc-65ad-5b25-a2bd-d30b8ecfd379,tg:lhps:9007_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,permission required
