ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:18527_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/6f28fa1c-696e-5e41-b554-dc6685e76847,object identifier,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_AcquisitionNumbers,1,,,,55328,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_Acquisitions,1,tr:lh:2798,"dlod={""name"":""Archief van Arthur Henry Cornette"",""ark"":""ark:/24970/x0/9ffb4821-bcbc-52c7-af39-f362aaf86c0c"",""uri"":""/repositories/11/accessions/299389"",""id"":""tr:lh:2798"",""date"":""1957-02-05"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9ffb4821-bcbc-52c7-af39-f362aaf86c0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92753,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/55662b57-2ef9-5c76-92b0-f2382d8c2bdb"",""uri"":""/repositories/11/archival_objects/9924574"",""id"":""isad:lh:92753"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van Arthur Henry Cornette"",""resourceArk"":""ark:/24970/x0/92de013b-b4d5-5230-a8b5-8a579bdd102c"",""resourceURI"":""/repositories/11/resources/91274"",""resourceID"":""isad:lh:853"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/55662b57-2ef9-5c76-92b0-f2382d8c2bdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,73 x 54,,,,,,,,,,,,"73 x 54 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,730,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,540,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:18527_#1,55328,B 5505 / A,6f28fa1c-696e-5e41-b554-dc6685e76847,tr:lh:2798,isad:lh:92753,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
6f28fa1c-696e-5e41-b554-dc6685e76847,tg:lhps:18527_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m19SRWQblmJdg9WtMdwYSn8F,lhps,https://dams.antwerpen.be/iiif/m19SRWQblmJdg9WtMdwYSn8F/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/m19SRWQblmJdg9WtMdwYSn8F,DAMS Image,lhps,Affiche
