ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:5452_#1,https://data.letterenhuis.be/ark:/24970/ac176bc0-1094-59ea-97e8-90dc45eb2559,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_AcquisitionNumbers,1,,,,180591,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_Acquisitions,1,tr:lh:7019,"dlod={""name"":""Oningeschreven gevonden in 1992"",""ark"":""ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91"",""uri"":""/repositories/11/accessions/751036"",""id"":""tr:lh:7019"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 40,,,,,,,,,,,,"60 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:5452_#1,180591,M 935 / A,ac176bc0-1094-59ea-97e8-90dc45eb2559,tr:lh:7019,,,,,,,,,,,,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d233bfa-64ca-523b-946d-deae636c4200,au::17209,dr,printers (people),,,,,,,,
ac176bc0-1094-59ea-97e8-90dc45eb2559,tg:lhps:5452_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,permission required
