ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:6920_#3,https://data.letterenhuis.be/ark:/24970/aa475726-5233-5af6-9a6a-dcc798556e46,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_AcquisitionNumbers,3,,,,300035/129,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_Acquisitions,3,tr:lh:9999,"dlod={""name"":""Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet"",""ark"":""ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d"",""uri"":""/repositories/11/accessions/1069896"",""id"":""tr:lh:9999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_AnnotationsMaterial,3,,,,,,adm.note,Opgekleefd op doek,Opgekleefd op doek,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_Archives,3,,,,,,,,,,,isad:lh:97845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,40 x 60,,,,,,,,,,,,"40 x 60 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_Items,3,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:6920_#3,300035/129,"M 935 (Pl. IX, 129)",aa475726-5233-5af6-9a6a-dcc798556e46,tr:lh:9999,isad:lh:97845,Opgekleefd op doek,,,remarks,Nederlands,,,,,,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62372310-a025-554d-8326-82d3323f4a15,au::44728,dr,printers (people),,,,,,,,
aa475726-5233-5af6-9a6a-dcc798556e46,tg:lhps:6920_#3,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.0,permission required
