ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:28812_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/864e651d-cdfa-5046-acec-6ca86c9d6cf8,object identifier,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_AcquisitionNumbers,1,,,,225262/68,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"50 x 35,5",,,,,,,,,,,,"50 x 35,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,500,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,355,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:28812_#1,225262/68,P 2408 / A,864e651d-cdfa-5046-acec-6ca86c9d6cf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,dr,printers (people),,,,,,,,,,,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,permission required,,,,,,,,
864e651d-cdfa-5046-acec-6ca86c9d6cf8,tg:lhps:28812_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T2aiY6KPRAXYjWRWggfbVxHL,lhps,https://dams.antwerpen.be/iiif/T2aiY6KPRAXYjWRWggfbVxHL/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/T2aiY6KPRAXYjWRWggfbVxHL,DAMS Image,lhps,Affiche
