ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:1744_#3,https://data.letterenhuis.be/ark:/24970/ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_AcquisitionNumbers,3,,,,300035/362,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_Acquisitions,3,tr:lh:9999,"dlod={""name"":""Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet"",""ark"":""ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d"",""uri"":""/repositories/11/accessions/1069896"",""id"":""tr:lh:9999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_AnnotationsMaterial,3,,,,,,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_Archives,3,,,,,,,,,,,isad:lh:97845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 42,,,,,,,,,,,,"60 x 42 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,420,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_Items,3,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:1744_#3,300035/362,"M 935 (Pl. X, 362)",ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tr:lh:9999,isad:lh:97845,opgekleefd op doek,,,remarks,Nederlands,,,,,,,,,,,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
ee73e120-c2ca-5c0e-97e2-31c45ac6a42c,tg:lhps:1744_#3,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0,permission required
