ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:4800_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/6f728061-c510-5cae-821a-4bfeaec4d6cb,object identifier,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_AcquisitionNumbers,1,,,,64937,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,81 x 60,,,,,,,,,,,,"81 x 60 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,810,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:4800_#1,64937,S 4685 / A,6f728061-c510-5cae-821a-4bfeaec4d6cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,,,,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,permission required,,,,,,,,
6f728061-c510-5cae-821a-4bfeaec4d6cb,tg:lhps:4800_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QToUANrYRMYlceWQb5bzWkmZ,lhps,https://dams.antwerpen.be/iiif/QToUANrYRMYlceWQb5bzWkmZ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/QToUANrYRMYlceWQb5bzWkmZ,DAMS Image,lhps,Affiche
