ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:6052_#1,https://data.letterenhuis.be/ark:/24970/63fdcac0-8722-5268-9db2-20e69f2548ae,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_AcquisitionNumbers,1,,,,236025,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,85 x 122,,,,,,,,,,,,"85 x 122 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,850,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1220,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:6052_#1,236025,O 33745 / A (LH.201),63fdcac0-8722-5268-9db2-20e69f2548ae,,,,,,,,,,,,,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,
63fdcac0-8722-5268-9db2-20e69f2548ae,tg:lhps:6052_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.0,permission required
