ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:7345_#1,https://data.letterenhuis.be/ark:/24970/294ed140-ff8a-5445-98ab-d3c72e3c39a3,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_AcquisitionNumbers,1,,,,120367,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_Acquisitions,1,tr:lh:5795,"dlod={""name"":""Schenking van Lode Jansen"",""ark"":""ark:/24970/x0/45577cc6-229f-5dd8-905b-8a2df57935bc"",""uri"":""/repositories/11/accessions/620068"",""id"":""tr:lh:5795"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/45577cc6-229f-5dd8-905b-8a2df57935bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,58 x 36,,,,,,,,,,,,"58 x 36 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,580,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,360,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:7345_#1,120367,T 1612275 / A,294ed140-ff8a-5445-98ab-d3c72e3c39a3,tr:lh:5795,,,,,,,,,,,,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca46ba03-0b67-5314-a784-3e9754fd6274,au::45017,dr,printers (people),,,,,,,,
294ed140-ff8a-5445-98ab-d3c72e3c39a3,tg:lhps:7345_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,permission required
