ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:12267_#2,https://data.letterenhuis.be/ark:/24970/067afc2f-9dd3-5a62-9355-5644aafe6911,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_AcquisitionNumbers,2,,,,225261/311,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_Acquisitions,2,tr:lh:9937,"dlod={""name"":""Affichecollectie van het Volkskundemuseum"",""ark"":""ark:/24970/x0/14d5c66e-46c6-5674-8b5b-95f77f8e32a1"",""uri"":""/repositories/11/accessions/1063262"",""id"":""tr:lh:9937"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/14d5c66e-46c6-5674-8b5b-95f77f8e32a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_Archives,2,,,,,,,,,,,isad:lh:92351,"dlod={""name"":""Affiches i.v.m. ~[Volkskundemuseum](au::20577)~"",""ark"":""ark:/24970/x0/b0a7b3da-0557-5253-8f0c-5c63c2d9c641"",""uri"":""/repositories/11/archival_objects/9881560"",""id"":""isad:lh:92351"",""resourceName"":""Affichecollectie van ~[Volkskundemuseum](au::20577)~"",""resourceArk"":""ark:/24970/x0/ff3a8704-5c39-58a1-b9d0-7068a2eabc89"",""resourceURI"":""/repositories/11/resources/9865510"",""resourceID"":""isad:lh:92201"",""capacity"":""Affiches i.v.m. ~[Volkskundemuseum](au::20577)~"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b0a7b3da-0557-5253-8f0c-5c63c2d9c641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,40 x 60,,,,,,,,,,,,"40 x 60 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:12267_#2,225261/311,V 75457 / A (+ (VM311)),067afc2f-9dd3-5a62-9355-5644aafe6911,tr:lh:9937,isad:lh:92351,,,,,,,,,,,,,,,,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
067afc2f-9dd3-5a62-9355-5644aafe6911,tg:lhps:12267_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,permission required
