ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:19528_#1,https://data.letterenhuis.be/ark:/24970/cef54465-3414-5011-ad1b-47a39e833723,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_AcquisitionNumbers,1,,,,215048/63,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_Acquisitions,1,tr:lh:9826,"dlod={""name"":""Schenking oude revue-affiches"",""ark"":""ark:/24970/x0/5355e270-9b24-5981-8211-8903a6d72db1"",""uri"":""/repositories/11/accessions/1051385"",""id"":""tr:lh:9826"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5355e270-9b24-5981-8211-8903a6d72db1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,61 x 36,,,,,,,,,,,,"61 x 36 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,610,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,360,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:19528_#1,215048/63,"CC 81 / A (LK V,8)",cef54465-3414-5011-ad1b-47a39e833723,tr:lh:9826,,,,,,,,,,,,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dd049ae-50ac-58ec-9b3c-8c864d5c89cf,au::44900,dr,printers (people),,,,,,,,
cef54465-3414-5011-ad1b-47a39e833723,tg:lhps:19528_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,permission required
