ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:624_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/8dd84d2e-b10c-59fa-8259-a157b56ef925,object identifier,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_AcquisitionNumbers,1,,,,236805,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,100 x 60,,,,,,,,,,,,"100 x 60 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1000,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:624_#1,236805,B 31 / A,8dd84d2e-b10c-59fa-8259-a157b56ef925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9fa1cf4-2b31-5734-8a2f-dd6a47e64bbd,au::20615,dr,printers (people),,,,,,,,,,,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.0,permission required,,,,,,,,
8dd84d2e-b10c-59fa-8259-a157b56ef925,tg:lhps:624_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2NaaRtlVrtLdYS73EphUCpf,lhps,https://dams.antwerpen.be/iiif/A2NaaRtlVrtLdYS73EphUCpf/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A2NaaRtlVrtLdYS73EphUCpf,DAMS Image,lhps,Affiche
