ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:6080_#1,https://data.letterenhuis.be/ark:/24970/6680084b-0ca3-5cba-9e59-6258b4b4174b,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_AcquisitionNumbers,1,,,,237480,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,120 x 84,,,,,,,,,,,,"120 x 84 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1200,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,840,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:6080_#1,237480,O 33745 / A (LH.273),6680084b-0ca3-5cba-9e59-6258b4b4174b,,,,,,,,,,,,,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,
6680084b-0ca3-5cba-9e59-6258b4b4174b,tg:lhps:6080_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927.0,permission required
