ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:6073_#1,https://data.letterenhuis.be/ark:/24970/b450092f-c692-5c2d-954c-389330fa9263,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_AcquisitionNumbers,1,,,,236002,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,85 x 170,,,,,,,,,,,,"85 x 170 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,850,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1700,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:6073_#1,236002,O 33745 / A (LH.159),b450092f-c692-5c2d-954c-389330fa9263,,,,,,,,,,,,,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,
b450092f-c692-5c2d-954c-389330fa9263,tg:lhps:6073_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926.0,permission required
