ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:8987_#1,https://data.letterenhuis.be/ark:/24970/ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_AcquisitionNumbers,1,,,,184029,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_Acquisitions,1,tr:lh:7315,"dlod={""name"":""Archiefstukken van Rik Lanckrock"",""ark"":""ark:/24970/x0/3d4bc742-aaed-53b4-817e-adcba72b61c3"",""uri"":""/repositories/11/accessions/782708"",""id"":""tr:lh:7315"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3d4bc742-aaed-53b4-817e-adcba72b61c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,61 x 43,,,,,,,,,,,,"61 x 43 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,610,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,430,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:8987_#1,184029,T 376525 / A,ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tr:lh:7315,,,,,,,,,,,,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fef3a3e-b78e-59e5-ac96-c0b4dd7652f9,au::20547,dr,printers (people),,,,,,,,
ac7b862b-f83a-597c-a8b1-80b42e1e5ef9,tg:lhps:8987_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,permission required
