ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:834_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/fc199a23-797d-529f-b10d-4825e99a09b6,object identifier,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_AcquisitionNumbers,1,,,,69791/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_Acquisitions,1,tr:lh:3517,"dlod={""name"":""Archiefstukken van Willy Dehennin"",""ark"":""ark:/24970/x0/9c0f4c22-f2a2-547f-ac57-2f8848038828"",""uri"":""/repositories/11/accessions/376322"",""id"":""tr:lh:3517"",""date"":""1963-01-15"",""granter"":""Willy Dehennin"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9c0f4c22-f2a2-547f-ac57-2f8848038828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92273,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/6017ffc6-47a4-51c6-ae6c-c97f48bbd4ec"",""uri"":""/repositories/11/archival_objects/9873214"",""id"":""isad:lh:92273"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archiefstukken van Willy Dehennin"",""resourceArk"":""ark:/24970/x0/32f55be3-1887-5e7b-b65f-1cee5bcd1348"",""resourceURI"":""/repositories/11/resources/981300"",""resourceID"":""isad:lh:9171"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6017ffc6-47a4-51c6-ae6c-c97f48bbd4ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,131 x 62,,,,,,,,,,,,"131 x 62 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1310,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,620,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:834_#1,69791/1,"B 6785 / A (LK IV,1)",fc199a23-797d-529f-b10d-4825e99a09b6,tr:lh:3517,isad:lh:92273,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948.0,permission required,,,,,,,,
fc199a23-797d-529f-b10d-4825e99a09b6,tg:lhps:834_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2VYLRpPSRdbZPTvZkPHMrHe,lhps,https://dams.antwerpen.be/iiif/f2VYLRpPSRdbZPTvZkPHMrHe/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/f2VYLRpPSRdbZPTvZkPHMrHe,DAMS Image,lhps,Affiche
