ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:26127_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/1ac449ae-1489-5d2a-88aa-d05700521b1c,object identifier,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_AcquisitionNumbers,1,,,,81355,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"56 x 44,5",,,,,,,,,,,,"56 x 44,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,560,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,445,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:26127_#1,81355,N 135 / A,1ac449ae-1489-5d2a-88aa-d05700521b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ac0dafd-4412-5a0f-9a47-4ad28847e199,au::57807,dr,printers (people),,,,,,,,,,,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0,permission required,,,,,,,,
1ac449ae-1489-5d2a-88aa-d05700521b1c,tg:lhps:26127_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W1EXckH98eWjJRSMVA0TGN8L,lhps,https://dams.antwerpen.be/iiif/W1EXckH98eWjJRSMVA0TGN8L/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/W1EXckH98eWjJRSMVA0TGN8L,DAMS Image,lhps,Affiche
