ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:9302_#1,https://data.letterenhuis.be/ark:/24970/b3a4e509-37ae-5ec1-a7f8-be17e2350df2,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_AcquisitionNumbers,1,,,,184316,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_Acquisitions,1,tr:lh:7316,"dlod={""name"":""Oningeschreven gevonden in 1996"",""ark"":""ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d"",""uri"":""/repositories/11/accessions/782815"",""id"":""tr:lh:7316"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8c9efdfb-37a8-506c-9aca-a6a774a10a4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,70 x 40,,,,,,,,,,,,"70 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,700,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:9302_#1,184316,S 4685 / A,b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tr:lh:7316,,,,,,,,,,,,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639f871-f8db-5644-b698-8811ab1a9e2e,au::9265,dr,printers (people),,,,,,,,
b3a4e509-37ae-5ec1-a7f8-be17e2350df2,tg:lhps:9302_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.0,permission required
