ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:56661_#1,https://data.letterenhuis.be/ark:/24970/f331a6bf-811a-5a96-bc95-1a31ac067781,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_Acquisitions,1,tr:lh:110342,"dlod={""name"":""Affichecollectie verzameld door het Muziekcentrum Vlaanderen"",""ark"":""ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2"",""uri"":""/repositories/11/accessions/11806597"",""id"":""tr:lh:110342"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Grafiek: Cattoir,Grafiek: Cattoir,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,62 x 44,,,,,,,,,,,,"62 x 44 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,620,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,440,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:56661_#1,,BB 130 / A,f331a6bf-811a-5a96-bc95-1a31ac067781,tr:lh:110342,,Grafiek: Cattoir,,,remarks,Nederlands,,,,,,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841187ea-9d16-5b1d-ae54-831fd8cfeb36,au::44498,dr,printers (people),,,,,,,,
f331a6bf-811a-5a96-bc95-1a31ac067781,tg:lhps:56661_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0,permission required
