ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:20510_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,object identifier,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_AcquisitionNumbers,1,,,,215072/17,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"49,5 x 35",,,,,,,,,,,,"49,5 x 35 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,495,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:20510_#1,215072/17,G 3145 / I,3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9fa1cf4-2b31-5734-8a2f-dd6a47e64bbd,au::20615,dr,printers (people),,,,,,,,,,,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,e22_UsageRestrictions,,,,,,,default_restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permission required,,,,,,,,
3d1de3b7-cd06-5b04-b749-9eb70d8fe2fb,tg:lhps:20510_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1ZkJXHaWVXrPJfQQMrH2MSY,lhps,https://dams.antwerpen.be/iiif/A1ZkJXHaWVXrPJfQQMrH2MSY/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A1ZkJXHaWVXrPJfQQMrH2MSY,DAMS Image,lhps,Affiche
