ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:9805_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,object identifier,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_AcquisitionNumbers,1,,,,184720,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_Acquisitions,1,tr:lh:104009,"dlod={""name"":""Aankoop affiches"",""ark"":""ark:/24970/x0/95b732a0-68cc-5e8f-9738-4f5a7835d226"",""uri"":""/repositories/11/accessions/11128966"",""id"":""tr:lh:104009"",""date"":""1996-07-01"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/95b732a0-68cc-5e8f-9738-4f5a7835d226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,80 x 59,,,,,,,,,,,,"80 x 59 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,800,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,590,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:9805_#1,184720,"S 626722 / A (LK I,6)",4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tr:lh:104009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,permission required,,,,,,,,
4b4ea1f5-8a80-5a34-9e79-98dd8385b0cc,tg:lhps:9805_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V2QZDLBZSSUvVGq5VW70PuJt,lhps,https://dams.antwerpen.be/iiif/V2QZDLBZSSUvVGq5VW70PuJt/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/V2QZDLBZSSUvVGq5VW70PuJt,DAMS Image,lhps,Affiche
