ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:7289_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,object identifier,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_AcquisitionNumbers,1,,,,239739,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,55 x 35,,,,,,,,,,,,"55 x 35 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,550,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:7289_#1,239739,T 1612 / A,6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd81cbc6-4632-56cf-b6fb-90f37346f245,au::46294,dr,printers (people),,,,,,,,,,,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,permission required,,,,,,,,
6b3988b4-88e2-5c02-9e0f-c77ce1a0a7bb,tg:lhps:7289_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p1HpfIgFTKrbNOllMn01LAAQ,lhps,https://dams.antwerpen.be/iiif/p1HpfIgFTKrbNOllMn01LAAQ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/p1HpfIgFTKrbNOllMn01LAAQ,DAMS Image,lhps,Affiche
