ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:20131_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,object identifier,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_AcquisitionNumbers,1,,,,215061/27,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,56 x 44,,,,,,,,,,,,"56 x 44 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,560,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,440,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:20131_#1,215061/27,F 221 / A,03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b2225d2-41c6-50e9-8908-1a712bd9fb7e,au::58329,dr,printers (people),,,,,,,,,,,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0,permission required,,,,,,,,
03ac7162-6b7a-5cf0-9819-5952c4fdcd0b,tg:lhps:20131_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q2PqQlPnWckMJNOgaWVbB2QV,lhps,https://dams.antwerpen.be/iiif/q2PqQlPnWckMJNOgaWVbB2QV/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/q2PqQlPnWckMJNOgaWVbB2QV,DAMS Image,lhps,Affiche
