ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:35113_#2,https://data.letterenhuis.be/ark:/24970/56fb2931-59fe-5552-ac1e-f1f3a0babb30,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_AcquisitionNumbers,2,,,,225212/788,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_Acquisitions,2,tr:lh:7875,"dlod={""name"":""Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim"",""ark"":""ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c"",""uri"":""/repositories/11/accessions/842628"",""id"":""tr:lh:7875"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,62 x 34,,,,,,,,,,,,"62 x 34 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,620,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,340,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:35113_#2,225212/788,GG 20 / A,56fb2931-59fe-5552-ac1e-f1f3a0babb30,tr:lh:7875,,,,,,,,,,,,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e570fc4-98c3-5e63-b386-30e39234c9f6,au::45685,dr,printers (people),,,,,,,,
56fb2931-59fe-5552-ac1e-f1f3a0babb30,tg:lhps:35113_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0,permission required
