ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:8968_#1,https://data.letterenhuis.be/ark:/24970/60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_AcquisitionNumbers,1,,,,184010,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_Acquisitions,1,tr:lh:7315,"dlod={""name"":""Archiefstukken van Rik Lanckrock"",""ark"":""ark:/24970/x0/3d4bc742-aaed-53b4-817e-adcba72b61c3"",""uri"":""/repositories/11/accessions/782708"",""id"":""tr:lh:7315"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3d4bc742-aaed-53b4-817e-adcba72b61c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,55 x 42,,,,,,,,,,,,"55 x 42 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,550,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,420,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:8968_#1,184010,T 376525 / A,60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tr:lh:7315,,,,,,,,,,,,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d233bfa-64ca-523b-946d-deae636c4200,au::17209,dr,printers (people),,,,,,,,
60fd89ed-0b39-5fd2-aeb2-dc86b8a76519,tg:lhps:8968_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.0,permission required
