ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:22938_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/09636d10-93e0-5f29-9ebc-93603ceb7ddf,object identifier,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_AcquisitionNumbers,1,,,,225233/3,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,55 x 35,,,,,,,,,,,,"55 x 35 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,550,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:22938_#1,225233/3,K 982 / A,09636d10-93e0-5f29-9ebc-93603ceb7ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878d4da2-15ba-539a-a005-e1b7031bd2c3,au::32808,dr,printers (people),,,,,,,,,,,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.0,permission required,,,,,,,,
09636d10-93e0-5f29-9ebc-93603ceb7ddf,tg:lhps:22938_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u1XKB7LAZBRwYOlLca357axa,lhps,https://dams.antwerpen.be/iiif/u1XKB7LAZBRwYOlLca357axa/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/u1XKB7LAZBRwYOlLca357axa,DAMS Image,lhps,Affiche
