ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:17262_#1,https://data.letterenhuis.be/ark:/24970/404806d1-4af6-5845-956a-e5957bd5b6da,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_AcquisitionNumbers,1,,,,178185,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_Acquisitions,1,tr:lh:7139,"dlod={""name"":""Archief van Internationale Vereniging voor Neerlandistiek"",""ark"":""ark:/24970/x0/eb8c9365-c852-5db6-890a-0549aee9c7ae"",""uri"":""/repositories/11/accessions/763876"",""id"":""tr:lh:7139"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/eb8c9365-c852-5db6-890a-0549aee9c7ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92737,"dlod={""name"":""Affiches i.v.m. ~[Internationale Vereniging voor Neerlandistiek](au::9436)~"",""ark"":""ark:/24970/x0/b94c9b1b-aeff-5d71-9796-0d14a8af7e48"",""uri"":""/repositories/11/archival_objects/9922862"",""id"":""isad:lh:92737"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van ~[Internationale Vereniging voor Neerlandistiek](au::9436)~"",""resourceArk"":""ark:/24970/x0/59a54f37-6f70-5e0f-a40a-e7ea4adacf3b"",""resourceURI"":""/repositories/11/resources/9922541"",""resourceID"":""isad:lh:92734"",""capacity"":""Affiches i.v.m. ~[Internationale Vereniging voor Neerlandistiek](au::9436)~"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b94c9b1b-aeff-5d71-9796-0d14a8af7e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,84 x 56,,,,,,,,,,,,"84 x 56 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,840,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,560,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:17262_#1,178185,V 37668 / A,404806d1-4af6-5845-956a-e5957bd5b6da,tr:lh:7139,isad:lh:92737,,,,,,,,,,,,,,,,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
404806d1-4af6-5845-956a-e5957bd5b6da,tg:lhps:17262_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,permission required
