ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:36659_#1,https://data.letterenhuis.be/ark:/24970/732aa047-96b3-5bc2-beab-7319b140c46e,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_AcquisitionNumbers,1,,,,225272/1812,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92876,"dlod={""name"":""Oude collectie"",""ark"":""ark:/24970/x0/b048acf4-db43-5cc8-afc4-c29664ff1ab7"",""uri"":""/repositories/11/archival_objects/9937735"",""id"":""isad:lh:92876"",""resourceName"":""Affichecollectie van ~[Museum Vleeshuis](au::13319)~"",""resourceArk"":""ark:/24970/x0/f6c95b67-ed69-5283-93e0-66c4960b34da"",""resourceURI"":""/repositories/11/resources/9867115"",""resourceID"":""isad:lh:92216"",""capacity"":""Oude collectie"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b048acf4-db43-5cc8-afc4-c29664ff1ab7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,canvas (textile material),,,,,,,,,,,,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,213 x 98 ,,,,,,,,,,,,"213 x 98  - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,2130,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,980,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:36659_#1,225272/1812,AV.5943,732aa047-96b3-5bc2-beab-7319b140c46e,,isad:lh:92876,,,,,,,,,,,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12f954bf-e2c0-54a1-bc0d-91abece18973,au::59646,dr,printers (people),,,,,,,,
732aa047-96b3-5bc2-beab-7319b140c46e,tg:lhps:36659_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.0,permission required
