ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:1735_#1,https://data.letterenhuis.be/ark:/24970/41060688-6748-57f4-bd8a-b24132f40de8,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_AcquisitionNumbers,1,,,,130702,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_Acquisitions,1,tr:lh:9967,"dlod={""name"":""Schenking van Belgische Radio en Televisie"",""ark"":""ark:/24970/x0/c9968ac2-ee16-5b58-9989-a53d5951b804"",""uri"":""/repositories/11/accessions/1066472"",""id"":""tr:lh:9967"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c9968ac2-ee16-5b58-9989-a53d5951b804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92346,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/07452892-c9d1-5d2f-8212-80fe39a16ba7"",""uri"":""/repositories/11/archival_objects/9881025"",""id"":""isad:lh:92346"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van ~[Belgische Radio en Televisie](au::1458)~"",""resourceArk"":""ark:/24970/x0/3ae5a5f5-7f53-5550-816f-2149fd70e3b2"",""resourceURI"":""/repositories/11/resources/4674405"",""resourceID"":""isad:lh:43686"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/07452892-c9d1-5d2f-8212-80fe39a16ba7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,72 x 48,,,,,,,,,,,,"72 x 48 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,720,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,480,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:1735_#1,130702,D 982 / A,41060688-6748-57f4-bd8a-b24132f40de8,tr:lh:9967,isad:lh:92346,,,,,,,,,,,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8428f520-6e2d-5b31-9df6-9ba9aa193f4a,au::44321,dr,printers (people),,,,,,,,
41060688-6748-57f4-bd8a-b24132f40de8,tg:lhps:1735_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960.0,permission required
