ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:59231_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/3c01d77a-d306-5177-88f6-ff9228d87b2a,object identifier,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_Acquisitions,1,tr:lh:110342,"dlod={""name"":""Affichecollectie verzameld door het Muziekcentrum Vlaanderen"",""ark"":""ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2"",""uri"":""/repositories/11/accessions/11806597"",""id"":""tr:lh:110342"",""date"":""2014-05-08"",""granter"":""Muziekcentrum Vlaanderen"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"61 x 42,5",,,,,,,,,,,,"61 x 42,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,610,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,425,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:59231_#1,,M 9679 / A,3c01d77a-d306-5177-88f6-ff9228d87b2a,tr:lh:110342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d1b1824-20b2-51f1-8165-6d38a258699a,au::44844,dr,printers (people),,,,,,,,,,,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,permission required,,,,,,,,
3c01d77a-d306-5177-88f6-ff9228d87b2a,tg:lhps:59231_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LWI7SYigOHeiUbYcQfVzaS1t,lhps,https://dams.antwerpen.be/iiif/LWI7SYigOHeiUbYcQfVzaS1t/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/LWI7SYigOHeiUbYcQfVzaS1t,DAMS Image,lhps,Affiche
