ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:7769_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/a05f94fb-be43-5907-8b24-177e2deadf10,object identifier,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_AcquisitionNumbers,1,,,,167277,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_Acquisitions,1,tr:lh:6749,"dlod={""name"":""Archiefstukken van Hélène Hautermann-Timmermans"",""ark"":""ark:/24970/x0/e1aaaa59-bc7e-52bd-b4cf-22fa1036b663"",""uri"":""/repositories/11/accessions/722146"",""id"":""tr:lh:6749"",""date"":""1990-07-09"",""granter"":""Hélène Hautermann-Timmermans"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/e1aaaa59-bc7e-52bd-b4cf-22fa1036b663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92544,"dlod={""name"":""Affiches i.v.m. Hélène Hautermann-Timmermans"",""ark"":""ark:/24970/x0/02e423a1-6ed0-5bde-9008-27f8e248b3b0"",""uri"":""/repositories/11/archival_objects/9902211"",""id"":""isad:lh:92544"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van Hélène Hautermann-Timmermans"",""resourceArk"":""ark:/24970/x0/aa210f00-e554-50a4-a998-be6254d9643b"",""resourceURI"":""/repositories/11/resources/699676"",""resourceID"":""isad:lh:6539"",""capacity"":""Affiches i.v.m. Hélène Hautermann-Timmermans"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/02e423a1-6ed0-5bde-9008-27f8e248b3b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,58 x 52,,,,,,,,,,,,"58 x 52 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,580,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,520,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:7769_#1,167277,T 3467 / A,a05f94fb-be43-5907-8b24-177e2deadf10,tr:lh:6749,isad:lh:92544,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,permission required,,,,,,,,
a05f94fb-be43-5907-8b24-177e2deadf10,tg:lhps:7769_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r2VwQSedgq7ZOKJfZLIUXiBZ,lhps,https://dams.antwerpen.be/iiif/r2VwQSedgq7ZOKJfZLIUXiBZ/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/r2VwQSedgq7ZOKJfZLIUXiBZ,DAMS Image,lhps,Affiche
