ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:976_#1,https://data.letterenhuis.be/ark:/24970/73e60aef-096c-5787-9cf2-17d05105b89d,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_AcquisitionNumbers,1,,,,183787,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_Acquisitions,1,tr:lh:7314,"dlod={""name"":""Archief van Frans van Cauwelaert"",""ark"":""ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89"",""uri"":""/repositories/11/accessions/782601"",""id"":""tr:lh:7314"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1c51eaeb-1537-5a40-923d-da4324da4b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92284,"dlod={""name"":""Affiches i.v.m. ~[Frans van Cauwelaert](au::3664)~"",""ark"":""ark:/24970/x0/bd0fdd40-ffa2-59da-b56a-7f4c0842c0da"",""uri"":""/repositories/11/archival_objects/9874391"",""id"":""isad:lh:92284"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van ~[Frans van Cauwelaert](au::3664)~"",""resourceArk"":""ark:/24970/x0/4f1d21a4-4df8-5ed3-bd6f-6205fcc4236f"",""resourceURI"":""/repositories/11/resources/4390"",""resourceID"":""isad:lh:41"",""capacity"":""Affiches i.v.m. ~[Frans van Cauwelaert](au::3664)~"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/bd0fdd40-ffa2-59da-b56a-7f4c0842c0da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,81 x 110,,,,,,,,,,,,"81 x 110 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,810,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1100,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:976_#1,183787,C 1954 / A (LH.140),73e60aef-096c-5787-9cf2-17d05105b89d,tr:lh:7314,isad:lh:92284,,,,,,,,,,,,,,,,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
73e60aef-096c-5787-9cf2-17d05105b89d,tg:lhps:976_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926.0,permission required
