ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:58623_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/c4f4db8f-a3d1-5434-8226-5eedf86889ce,object identifier,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,Uit F 221 / 38,Uit F 221 / 38,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_Archives,1,,,,,,,,,,,isad:lh:138631,"dlod={""name"":""1979"",""ark"":""ark:/24970/x0/e9d3d78b-3651-5fc9-8d35-368ad5bca7ea"",""uri"":""/repositories/11/archival_objects/14833520"",""id"":""isad:lh:138631"",""nameWithContext"":[""Chronologische dossiers betreffende zijn carrière""],""resourceName"":""Archief van Will Ferdy"",""resourceArk"":""ark:/24970/x0/a67b124d-c163-544a-a5cf-7ec22812885f"",""resourceURI"":""/repositories/11/resources/13095091"",""resourceID"":""isad:lh:122384"",""capacity"":""1979"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e9d3d78b-3651-5fc9-8d35-368ad5bca7ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,55 x 43,,,,,,,,,,,,"55 x 43 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,550,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,430,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:58623_#1,,F 221 / A,c4f4db8f-a3d1-5434-8226-5eedf86889ce,,isad:lh:138631,Uit F 221 / 38,,,remarks,Nederlands,,,,,,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b2225d2-41c6-50e9-8908-1a712bd9fb7e,au::58329,dr,printers (people),,,,,,,,,,,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957.0,permission required,,,,,,,,
c4f4db8f-a3d1-5434-8226-5eedf86889ce,tg:lhps:58623_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W2X6c1UbVQDVmMamaF2EQSxp,lhps,https://dams.antwerpen.be/iiif/W2X6c1UbVQDVmMamaF2EQSxp/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/W2X6c1UbVQDVmMamaF2EQSxp,DAMS Image,lhps,Affiche
