ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:621_#1,https://data.letterenhuis.be/ark:/24970/429ea9fd-7a0f-5cc9-a500-62fcaaae0523,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_AcquisitionNumbers,1,,,,182739,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_Acquisitions,1,tr:lh:7019,"dlod={""name"":""Oningeschreven gevonden in 1992"",""ark"":""ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91"",""uri"":""/repositories/11/accessions/751036"",""id"":""tr:lh:7019"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,100 x 60,,,,,,,,,,,,"100 x 60 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1000,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:621_#1,182739,B 1543 / A,429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tr:lh:7019,,,,,,,,,,,,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30dfb9d4-07a2-5bab-9a64-4af09101802b,au::44516,dr,printers (people),,,,,,,,
429ea9fd-7a0f-5cc9-a500-62fcaaae0523,tg:lhps:621_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,permission required
