ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:1503_#1,https://data.letterenhuis.be/ark:/24970/3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_AcquisitionNumbers,1,,,,182908,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_Acquisitions,1,tr:lh:2720,"dlod={""name"":""Archiefstukken van Johan Daisne"",""ark"":""ark:/24970/x0/c1c41ae3-ab37-5fd2-b0b6-7c51acfdebfb"",""uri"":""/repositories/11/accessions/291043"",""id"":""tr:lh:2720"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/c1c41ae3-ab37-5fd2-b0b6-7c51acfdebfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92322,"dlod={""name"":""Affiches i.v.m. ~[Johan Daisne](au::4855)~"",""ark"":""ark:/24970/x0/6192dff3-f1cd-5310-bb34-be3b34e54dc7"",""uri"":""/repositories/11/archival_objects/9878457"",""id"":""isad:lh:92322"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van ~[Johan Daisne](au::4855)~"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/32638"",""resourceID"":""isad:lh:305"",""capacity"":""Affiches i.v.m. ~[Johan Daisne](au::4855)~"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6192dff3-f1cd-5310-bb34-be3b34e54dc7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,56 x 37,,,,,,,,,,,,"56 x 37 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,560,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,370,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:1503_#1,182908,D 125 / A,3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tr:lh:2720,isad:lh:92322,,,,,,,,,,,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312f48a-fca3-576d-9e2d-7d8d719c229d,au::44807,dr,printers (people),,,,,,,,
3d7a65b8-dc10-5eca-811b-0e9bfd97e86f,tg:lhps:1503_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,permission required
