ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:30141_#1,https://data.letterenhuis.be/ark:/24970/523fb082-f3a5-5f60-a037-200eccc79faf,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_AcquisitionNumbers,1,,,,225265/125,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_Acquisitions,1,tr:lh:9940,"dlod={""name"":""Affiches van de Culturele Affichewedstrijd 2007-2008"",""ark"":""ark:/24970/x0/ffbc8ea9-b315-5162-905e-6312c5b9eefd"",""uri"":""/repositories/11/accessions/1063583"",""id"":""tr:lh:9940"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ffbc8ea9-b315-5162-905e-6312c5b9eefd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_Archives,1,,,,,,,,,,,isad:lh:170202,"dlod={""name"":""Seizoen 2007-2008"",""ark"":""ark:/24970/x0/bd3a0e44-40f2-5d8c-8991-f6176f64e5c8"",""uri"":""/repositories/11/archival_objects/18211617"",""id"":""isad:lh:170202"",""nameWithContext"":[""Culturele affichewedstrijden""],""resourceName"":""Archief van ~[Prospekta](au::50276)~"",""resourceArk"":""ark:/24970/x0/0c843036-5add-5f11-ac53-8d1a18d3b7d5"",""resourceURI"":""/repositories/11/resources/9918582"",""resourceID"":""isad:lh:92697"",""capacity"":""Seizoen 2007-2008"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/bd3a0e44-40f2-5d8c-8991-f6176f64e5c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 80,,,,,,,,,,,,"60 x 80 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,800,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:30141_#1,225265/125,PP 210 / A (CA 308),523fb082-f3a5-5f60-a037-200eccc79faf,tr:lh:9940,isad:lh:170202,,,,,,,,,,,,,,,,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
523fb082-f3a5-5f60-a037-200eccc79faf,tg:lhps:30141_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,permission required
