ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:40738_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,object identifier,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_AcquisitionNumbers,1,,,,225273/62,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"95 x 64,5",,,,,,,,,,,,"95 x 64,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,950,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,645,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:40738_#1,225273/62,V 7535 / A,3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8428f520-6e2d-5b31-9df6-9ba9aa193f4a,au::44321,dr,printers (people),,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_ProductionActors,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7668bda-4daf-5605-9c1b-b9670efc06cc,au::44368,dr,printers (people),,,,,,,,,,,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961.0,permission required,,,,,,,,
3b8e216c-12a2-5f7c-9dbc-eac37e2c556b,tg:lhps:40738_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2QnTNfIIdJeAXPjlpxU3Wuk,lhps,https://dams.antwerpen.be/iiif/A2QnTNfIIdJeAXPjlpxU3Wuk/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/A2QnTNfIIdJeAXPjlpxU3Wuk,DAMS Image,lhps,Affiche
