ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:7194_#1,https://data.letterenhuis.be/ark:/24970/4d9364a8-1080-5864-8628-a330f24fd876,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_AcquisitionNumbers,1,,,,181229/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_Acquisitions,1,tr:lh:7019,"dlod={""name"":""Oningeschreven gevonden in 1992"",""ark"":""ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91"",""uri"":""/repositories/11/accessions/751036"",""id"":""tr:lh:7019"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f9991bbb-d605-5545-8c09-a8c751b5ac91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,60 x 40,,,,,,,,,,,,"60 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,600,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:7194_#1,181229/1,P 845 / A,4d9364a8-1080-5864-8628-a330f24fd876,tr:lh:7019,,,,,,,,,,,,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49cfd951-2d7e-565f-a243-327fdbe50e27,au::14739,dr,printers (people),,,,,,,,
4d9364a8-1080-5864-8628-a330f24fd876,tg:lhps:7194_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988.0,permission required
