ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:11454_#2,https://data.letterenhuis.be/ark:/24970/e7f6d8c3-c1d7-5772-b782-0a1b840e364b,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_AcquisitionNumbers,2,,,,225212/49,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_Acquisitions,2,tr:lh:7875,"dlod={""name"":""Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim"",""ark"":""ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c"",""uri"":""/repositories/11/accessions/842628"",""id"":""tr:lh:7875"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/dfe90014-bf65-5856-a851-07c3bb48894c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,67 x 66,,,,,,,,,,,,"67 x 66 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,670,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,660,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_Items,2,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:11454_#2,225212/49,,e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tr:lh:7875,,,,,,,,,,,,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf62bf13-9e4e-5816-a459-12eb9d06efe3,au::42079,dr,printers (people),,,,,,,,
e7f6d8c3-c1d7-5772-b782-0a1b840e364b,tg:lhps:11454_#2,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,permission required
