ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:45026_#1,https://data.letterenhuis.be/ark:/24970/32f600d4-12e5-55e6-93c6-e38fb43b616a,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_AcquisitionNumbers,1,,,,300035/97,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_Acquisitions,1,tr:lh:9999,"dlod={""name"":""Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet"",""ark"":""ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d"",""uri"":""/repositories/11/accessions/1069896"",""id"":""tr:lh:9999"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/ee28e167-ceb3-533a-a133-4a27a988147d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_Archives,1,,,,,,,,,,,isad:lh:97845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,canvas (textile material),,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"61,5 x 42",,,,,,,,,,,,"61,5 x 42 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,615,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,420,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:45026_#1,300035/97,"M 935 (Pl. IX, 97)",32f600d4-12e5-55e6-93c6-e38fb43b616a,tr:lh:9999,isad:lh:97845,,,,,,,,,,,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86a6ec71-6014-5000-a76d-34723b273fe4,au::6501,dr,printers (people),,,,,,,,
32f600d4-12e5-55e6-93c6-e38fb43b616a,tg:lhps:45026_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,permission required
