ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:52050_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/715be3e7-c035-58c0-a9b7-2c77d2faeb8b,object identifier,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_Acquisitions,1,tr:lh:110342,"dlod={""name"":""Affichecollectie verzameld door het Muziekcentrum Vlaanderen"",""ark"":""ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2"",""uri"":""/repositories/11/accessions/11806597"",""id"":""tr:lh:110342"",""date"":""2014-05-08"",""granter"":""Muziekcentrum Vlaanderen"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a1d60a67-ed22-57d5-8bac-25228bbfa3e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,61 x 40,,,,,,,,,,,,"61 x 40 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,610,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:52050_#1,,VV 143 / A,715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tr:lh:110342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_ProductionActors,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19f381de-584c-509f-b919-23d39b0cc411,au::47439,dr,printers (people),,,,,,,,,,,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0,permission required,,,,,,,,
715be3e7-c035-58c0-a9b7-2c77d2faeb8b,tg:lhps:52050_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1G4VHblReNsgfTKIMxaDeZq,lhps,https://dams.antwerpen.be/iiif/b1G4VHblReNsgfTKIMxaDeZq/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/b1G4VHblReNsgfTKIMxaDeZq,DAMS Image,lhps,Affiche
