ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:40100_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/100b4205-4584-51c9-901b-b025b3f0e508,object identifier,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_AcquisitionNumbers,1,,,,225271/166,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,52 x 28,,,,,,,,,,,,"52 x 28 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,520,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,280,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:40100_#1,225271/166,V 3285 / A,100b4205-4584-51c9-901b-b025b3f0e508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be3ca1c1-31fd-55db-8e6b-27914464fbba,au::44506,dr,printers (people),,,,,,,,,,,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955.0,permission required,,,,,,,,
100b4205-4584-51c9-901b-b025b3f0e508,tg:lhps:40100_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yi2dKImUVYZePUwLHhdBbtnC,lhps,https://dams.antwerpen.be/iiif/yi2dKImUVYZePUwLHhdBbtnC/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/yi2dKImUVYZePUwLHhdBbtnC,DAMS Image,lhps,Affiche
