ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:41392_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/871af5ad-5c1d-5214-b1b4-1537b70ab323,object identifier,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_AcquisitionNumbers,1,,,,225273/540,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"53,5 x 34,5",,,,,,,,,,,,"53,5 x 34,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,535,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,345,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:41392_#1,225273/540,Z 165 / A,871af5ad-5c1d-5214-b1b4-1537b70ab323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68d55e0d-e04f-52a3-8e92-0c1e9027c828,au::46461,dr,printers (people),,,,,,,,,,,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.0,permission required,,,,,,,,
871af5ad-5c1d-5214-b1b4-1537b70ab323,tg:lhps:41392_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c197tYuXGSGigrcXfLVK9Eet,lhps,https://dams.antwerpen.be/iiif/c197tYuXGSGigrcXfLVK9Eet/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/c197tYuXGSGigrcXfLVK9Eet,DAMS Image,lhps,Affiche
