ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:8796_#1,https://data.letterenhuis.be/ark:/24970/80c2e012-b6ac-5cc9-9758-4e560c737d67,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_AcquisitionNumbers,1,,,,183879,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_Acquisitions,1,tr:lh:7106,"dlod={""name"":""Oningeschreven gevonden in 1995"",""ark"":""ark:/24970/x0/3ccd23c7-bce5-5a57-9858-856974e980bb"",""uri"":""/repositories/11/accessions/760345"",""id"":""tr:lh:7106"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/3ccd23c7-bce5-5a57-9858-856974e980bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,65 x 50,,,,,,,,,,,,"65 x 50 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,650,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,500,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:8796_#1,183879,L 547 / A,80c2e012-b6ac-5cc9-9758-4e560c737d67,tr:lh:7106,,,,,,,,,,,,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d2ed782-6d42-5f74-8a84-42adbfa80e3f,au::47529,dr,printers (people),,,,,,,,
80c2e012-b6ac-5cc9-9758-4e560c737d67,tg:lhps:8796_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.0,permission required
