ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:13907_#1,https://data.letterenhuis.be/ark:/24970/f2b8adf0-581f-5fb1-ab54-666f7ad8c859,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_AcquisitionNumbers,1,,,,214419,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_Acquisitions,1,tr:lh:7632,"dlod={""name"":""Oningeschreven gevonden in 2005"",""ark"":""ark:/24970/x0/7f767ed7-edb6-5f98-b38f-0075206c5776"",""uri"":""/repositories/11/accessions/816627"",""id"":""tr:lh:7632"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/7f767ed7-edb6-5f98-b38f-0075206c5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,62 x 85,,,,,,,,,,,,"62 x 85 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,620,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,850,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:13907_#1,214419,B 1155 / A,f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tr:lh:7632,,,,,,,,,,,,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddfc61fd-1851-5293-b6d4-1e79c41d7deb,au::23103,dr,printers (people),,,,,,,,
f2b8adf0-581f-5fb1-ab54-666f7ad8c859,tg:lhps:13907_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.0,permission required
