ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Identifier,Object Type,source_date,Restriction Type
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:33938_#1,https://data.letterenhuis.be/ark:/24970/b2a860a9-0712-5bb8-b47d-602934514486,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_AcquisitionNumbers,1,,,,225272/2205,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_Archives,1,,,,,,,,,,,isad:lh:92750,"dlod={""name"":""Legaat Jules Baetes (1938)"",""ark"":""ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c"",""uri"":""/repositories/11/archival_objects/9924253"",""id"":""isad:lh:92750"",""resourceName"":""Affichecollectie van ~[Museum Vleeshuis](au::13319)~"",""resourceArk"":""ark:/24970/x0/f6c95b67-ed69-5283-93e0-66c4960b34da"",""resourceURI"":""/repositories/11/resources/9867115"",""resourceID"":""isad:lh:92216"",""capacity"":""Legaat Jules Baetes (1938)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/728fbc45-c264-5207-8c63-47d6f6b26f6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_Carrier,1,,,,,,,,,,,,,,kenmerken.lhdragerps,canvas (textile material),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,130 x 94 ,,,,,,,,,,,,"130 x 94  - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,1300,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,940,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:33938_#1,225272/2205,AV.38.5.10.146,b2a860a9-0712-5bb8-b47d-602934514486,,isad:lh:92750,,,,,,,,,,,,,,,,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,
b2a860a9-0712-5bb8-b47d-602934514486,tg:lhps:33938_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,permission required
