ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,dataset,adm.id_mat,mpm_place_holder,Plaatsingsnummer,adm.uuid_mat,adm.acquiredVia,adm.isadPartOf,Source Note,Volgnummer,Warehouse Location (begin),Source Note Type,Source Note Language,ire.isaar.uuid,ire.isaar.id,source role,Production Actor Role,Production Actor Widget,Production Actor Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Object Type,source_date,Restriction Type,dams_uuid,db,Image Manifest,Image Manifest Type,Image URL,Image URL Type,museum,model
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhps:30641_#1,record identifiers,https://data.letterenhuis.be/ark:/24970/333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,object identifier,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_AcquisitionNumbers,1,,,,225263/609,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_DimensionSourceNotes,1,,,,,,kenmerken.lhformatps,"54,5 x 36,5",,,,,,,,,,,,"54,5 x 36,5 - height, width, kenmerken.lhformatps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,545,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_Dimensions,,,,,,,kenmerken.lhformatps,,,,,,,,,,365,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,lhps,tg:lhps:30641_#1,225263/609,S 4722 / A,333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_ObjectTypes,1,,,,,,default_object_type,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posters,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_ProductionActors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3062829e-dec0-5152-912f-2263079aeb9e,au::45657,dr,printers (people),,,,,,,,,,,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,e22_UsageRestrictions,,,,,,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,permission required,,,,,,,,
333ae35f-0a45-5bdf-8f13-8f69aa1c1d19,tg:lhps:30641_#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s2UZXNwL9iRKTkbTWZmVY0IF,lhps,https://dams.antwerpen.be/iiif/s2UZXNwL9iRKTkbTWZmVY0IF/manifest,DAMS Manifest,https://dams.antwerpen.be/asset/s2UZXNwL9iRKTkbTWZmVY0IF,DAMS Image,lhps,Affiche
