ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
66f4314d-412e-51bd-8591-f710aeddf2eb,tg:lhtk:7823,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:7823,record identifiers,https://data.letterenhuis.be/ark:/24970/66f4314d-412e-51bd-8591-f710aeddf2eb,object identifier,Tekeningen,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cd1af0af-eaea-4f9c-a450-3e7a8e5cb1c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad89faed-342d-41ac-84dd-f656faa43cd7"", ""inverseOntologyProperty"": """"}]"
66f4314d-412e-51bd-8591-f710aeddf2eb,tg:lhtk:7823,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
66f4314d-412e-51bd-8591-f710aeddf2eb,tg:lhtk:7823,e73_Descriptions,1.0,note.lhdetail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Op achterkant tekening van card. Mercier. (zie ook rec. 7795, 7822).</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/tk/000004312,referentienummer,False,,,,,,,,,,,,,,,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,,e73_LegacyInformation,1,kenmerken.lhvoorlstandic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K1,temporary location,False,,,,,,,,,,,,,,,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhtk:7823,brocade id,False,,,,,,,,,,,,,,,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhtk:7823/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,,e73_LegacyInformation,3,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Schenking van de familie W. Vaes, 30.12.58</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
66f4314d-412e-51bd-8591-f710aeddf2eb,tg:lhtk:7823,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f47f1c39-2403-57a8-9955-431cb64013b4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b55822b0-01cb-4f73-b8e2-c318b8abe25e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
