ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
6d7ac520-9d62-5a6a-bd67-19e09b72902f,tg:lhtk:2280,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:2280,record identifiers,https://data.letterenhuis.be/ark:/24970/6d7ac520-9d62-5a6a-bd67-19e09b72902f,object identifier,Tekeningen,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""2d36ae5f-68e1-4169-b599-792579f37547"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f6ec1e5e-3e9a-404f-8efd-d7ba9515a53d"", ""inverseOntologyProperty"": """"}]"
6d7ac520-9d62-5a6a-bd67-19e09b72902f,tg:lhtk:2280,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/tk/000000575,referentienummer,False,,,,,,,,,,,,,,,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhtk:2280,brocade id,False,,,,,,,,,,,,,,,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhtk:2280/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,tg:lhtk:2280,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a57ffdcc-6612-578d-8c08-aa7ba6e7f112"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4884c755-007a-49de-a9b2-df8342b576e4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,tg:lhtk:2280,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schets van Stijn Streuvels.,constructed titles,Dutch (language),,,,,,,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,tg:lhtk:2280,e73_Titles,,,au::7626,,,,lh,lhtk,Iconografie,82a9f69b-37ba-5ed0-b29f-10e54e037cd2,ar,artists (visual artists),au::7626:1,au::7626g:1,,"dlod={""suggest"":[""/agents/people/815982"",""au::7626"",""au::7626:1"",""ark:/83110/x0/82a9f69b-37ba-5ed0-b29f-10e54e037cd2"",""Jack Godderis"",""ark:/83110/x0/bcbe60f0-bb2c-54d5-ac14-faa877be493d""],""name"":""Jack Godderis"",""ark"":""ark:/83110/x0/bcbe60f0-bb2c-54d5-ac14-faa877be493d"",""uri"":""/agents/people/815982"",""id"":""au::7626:1"",""resourceArk"":""ark:/83110/x0/82a9f69b-37ba-5ed0-b29f-10e54e037cd2"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/82a9f69b-37ba-5ed0-b29f-10e54e037cd2,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d7ac520-9d62-5a6a-bd67-19e09b72902f,tg:lhtk:2280,e73_Titles,,,au::17799,,,,lh,lhtk,Iconografie,247e719e-494a-57ff-9807-6ae2f352503b,kw,,au::17799:1,au::17799g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/1904493"",""au::17799"",""au::17799:1"",""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""Stijn Streuvels"",""ark:/83110/x0/efb4d463-cba5-5d40-b2f0-a231edcf9eec""],""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/efb4d463-cba5-5d40-b2f0-a231edcf9eec"",""uri"":""/agents/people/1904493"",""id"":""au::17799:1"",""resourceArk"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
