ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
4e528109-ebe1-555e-a1fd-7be4cb3859e5,tg:lhpr:12805,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:12805,record identifiers,https://data.letterenhuis.be/ark:/24970/4e528109-ebe1-555e-a1fd-7be4cb3859e5,object identifier,Prenten,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e87fa52b-72f7-4572-8799-1394030f1a62"", ""ontologyProperty"": """", ""resourceXresourceId"": ""492e188e-5ba8-4a5f-85f2-2bf1d7611d70"", ""inverseOntologyProperty"": """"}]"
4e528109-ebe1-555e-a1fd-7be4cb3859e5,tg:lhpr:12805,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,tg:lhpr:12805,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Deze ex libris is ontworpen voor een architect, het bouwen werd hier uitgedrukt in een schelp, een vogel of vis staat symbool voor vrijheid. Twee gevels worden weergegeven als zwart/wit vlakken. De boom is het materiaal waarmee ook gebouwd wordt.</p>
",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000004957,referentienummer,False,,,,,,,,,,,,,,,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:12805,brocade id,False,,,,,,,,,,,,,,,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:12805/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,tg:lhpr:12805,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""97c9c414-de49-5424-adda-e59c1104bdb6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9ed73e7-3aac-453d-8a8d-5eeb559042aa"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,tg:lhpr:12805,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ex libris voor Jan Jansen door P.C Van Doorn,titles proper,Dutch (language),,,,,,,,,,,,
4e528109-ebe1-555e-a1fd-7be4cb3859e5,tg:lhpr:12805,e73_Titles,,,au::6498,,,,lh,lhpr,Iconografie,54a69fd6-2e8d-545e-8c5e-16005f9c2ee9,kw,,au::6498:1,au::6498g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""name"":""Ex libris"",""ark"":""ark:/83110/x0/54a69fd6-2e8d-545e-8c5e-16005f9c2ee9"",""uri"":""/subjects/695286"",""id"":""au::6498"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""topic""}",ark:/83110/x0/54a69fd6-2e8d-545e-8c5e-16005f9c2ee9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
