ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:2842,record identifiers,https://data.letterenhuis.be/ark:/24970/1e82718f-0f6e-55ce-8d8d-5a12a6028c82,object identifier,Tekeningen,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cf5ac888-5ded-431b-8614-a9f4fd8bbeea"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d515431c-c22d-43ea-a9cf-169b839b450e"", ""inverseOntologyProperty"": """"}]"
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917.0,2032,In Copyright,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/tk/000000797,referentienummer,False,,,,,,,,,,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhtk:2842,brocade id,False,,,,,,,,,,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhtk:2842/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""495b4bea-6917-5a4f-87f9-f722e0d36862"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9ca9935e-834f-4e89-9a2b-24e6a151facc"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portret van Frans Smets,constructed titles,Dutch (language),,,,,,,,,,,,
1e82718f-0f6e-55ce-8d8d-5a12a6028c82,tg:lhtk:2842,e73_Titles,,,au::19367,,,,lh,lhtk,Iconografie,bd7e36ab-bfae-5381-878d-6c2851ada30c,ar,artists (visual artists),au::19367:1,au::19367g:1,,"dlod={""suggest"":[""/agents/people/2072269"",""au::19367"",""au::19367:1"",""ark:/83110/x0/bd7e36ab-bfae-5381-878d-6c2851ada30c"",""Jos Verdegem"",""ark:/83110/x0/7e59a608-d868-57e5-819d-fa4cd282d078""],""name"":""Jos Verdegem"",""ark"":""ark:/83110/x0/7e59a608-d868-57e5-819d-fa4cd282d078"",""uri"":""/agents/people/2072269"",""id"":""au::19367:1"",""resourceArk"":""ark:/83110/x0/bd7e36ab-bfae-5381-878d-6c2851ada30c"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bd7e36ab-bfae-5381-878d-6c2851ada30c,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
