ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
b6efe105-2b53-5d28-86bc-2ea56ab444cb,tg:lhtk:10284,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhtk:10284,record identifiers,https://data.letterenhuis.be/ark:/24970/b6efe105-2b53-5d28-86bc-2ea56ab444cb,object identifier,Tekeningen,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""21bd9b3c-04ef-4808-96c6-871c9a04bae7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""04a8f3e2-8c77-4745-880c-6307b13bdd5e"", ""inverseOntologyProperty"": """"}]"
b6efe105-2b53-5d28-86bc-2ea56ab444cb,tg:lhtk:10284,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834.0,1949,No Copyright - Public Domain Mark 1.0,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,tg:lhtk:10284,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,tg:lhtk:10284,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/tk/000005846,referentienummer,False,,,,,,,,,,,,,,,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhtk:10284,brocade id,False,,,,,,,,,,,,,,,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhtk:10284/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,tg:lhtk:10284,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""fb39224d-2f3f-5b0f-b3bd-70f4b98fb1c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""92fd3ec8-871b-4616-af5f-2eb455f33230"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
b6efe105-2b53-5d28-86bc-2ea56ab444cb,tg:lhtk:10284,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schetsboek 1834 5,titles proper,Dutch (language),,,,,,,,,,,,
