ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:9260,record identifiers,https://data.letterenhuis.be/ark:/24970/ee94cc9d-f7a6-513e-83ce-852edc110390,object identifier,Prenten,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""100af4cb-3fd0-4227-85a7-02669199ea81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""243013a7-5a76-45b5-bf33-999bd1d78d6a"", ""inverseOntologyProperty"": """"}]"
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.0,1983,No Copyright - Public Domain Mark 1.0,
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000001580,referentienummer,False,,,,,,,,,,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:9260,brocade id,False,,,,,,,,,,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:9260/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5b280e94-8da3-545e-ab7c-587d1a1dcd72"", ""ontologyProperty"": """", ""resourceXresourceId"": ""122b1545-4b03-47ff-adb3-8237cc11f490"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lodewijk Gerrits en Edward Coremans, spotprent.",constructed titles,Dutch (language),,,,,,,,,,,,
ee94cc9d-f7a6-513e-83ce-852edc110390,tg:lhpr:9260,e73_Titles,,,au::4446,,,,lh,lhpr,Iconografie,23b251d6-30d5-5487-9edb-4e4676fda7e7,kw,,au::4446:1,au::4446g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/people/475722"",""au::4446"",""au::4446:1"",""ark:/83110/x0/23b251d6-30d5-5487-9edb-4e4676fda7e7"",""Edward Coremans"",""ark:/83110/x0/abc1ffa9-04e8-5f00-a2c2-59cb8c860992""],""name"":""Edward Coremans"",""ark"":""ark:/83110/x0/abc1ffa9-04e8-5f00-a2c2-59cb8c860992"",""uri"":""/agents/people/475722"",""id"":""au::4446:1"",""resourceArk"":""ark:/83110/x0/23b251d6-30d5-5487-9edb-4e4676fda7e7"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/23b251d6-30d5-5487-9edb-4e4676fda7e7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
