ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Creation Actor Role,au_code,g_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,matched on,db,source_place_name,source_au_id,source_au_uuid,au_dump_name,au_dump_id,au_dump_uuid,old_cleanup_name,old_cleanup_id,old_cleanup_uuid,merged_id,merged_uuid,fixed_id,match_id,place_type,place_language,Creation Place Widget,Start Date,End Date,Start Date Type,End Date Type,Creation Time Span Source Note,Depicted Item Role,Depicted Item Note,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Title,Title Type,Title Language,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
c383eb48-9662-5d27-9281-969a98348da9,tg:lhpr:4187,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhpr:4187,record identifiers,https://data.letterenhuis.be/ark:/24970/c383eb48-9662-5d27-9281-969a98348da9,object identifier,Prenten,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""09d51eaf-bd8b-4e4b-8fe6-fc723dd8229b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6ea3b8e0-266c-4772-b1f2-692002c60ce5"", ""inverseOntologyProperty"": """"}]"
c383eb48-9662-5d27-9281-969a98348da9,tg:lhpr:4187,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,
c383eb48-9662-5d27-9281-969a98348da9,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000730,referentienummer,False,,,,,,,,,,,,,,,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:4187,brocade id,False,,,,,,,,,,,,,,,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:4187/N,brocade url,False,,,,,,,,,,,,,,,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,,e73_LegacyInformation,2,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Mark van Strydonck</p>
",herkomst,False,,,,,,,,,,,,,,,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,tg:lhpr:4187,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0f0a6cb1-7ebd-58a5-9d11-837b4d30aab8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8c644d05-37a4-4d7d-972b-ea9f81ae95cd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,tg:lhpr:4187,e73_Titles,1,id.title/description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Den eeuwighen passant..."" door Frank Jacobs",constructed titles,Dutch (language),,,,,,,,,,,,
c383eb48-9662-5d27-9281-969a98348da9,tg:lhpr:4187,e73_Titles,,,au::14392,,,,lh,lhpr,Iconografie,f4349a76-7552-5343-8dc8-37ec0456ac96,vb,,au::14392:1,au::14392g:1,,,,au_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,keywords,,"dlod={""suggest"":[""/agents/corporate_entities/1539944"",""au::14392"",""au::14392:1"",""ark:/83110/x0/f4349a76-7552-5343-8dc8-37ec0456ac96"",""De Passanten"",""ark:/83110/x0/340a7f32-d523-53d0-a92d-f5f23c11bb44""],""name"":""De Passanten"",""ark"":""ark:/83110/x0/340a7f32-d523-53d0-a92d-f5f23c11bb44"",""uri"":""/agents/corporate_entities/1539944"",""id"":""au::14392:1"",""resourceArk"":""ark:/83110/x0/f4349a76-7552-5343-8dc8-37ec0456ac96"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f4349a76-7552-5343-8dc8-37ec0456ac96,,,,,,,,,,,,,,,
