ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
50439ea6-e40c-591e-a6d6-aa5970cdac2c,tg:lhbr:212444,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:212444,record identifiers,https://data.letterenhuis.be/ark:/24970/50439ea6-e40c-591e-a6d6-aa5970cdac2c,object identifier,Brieven,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8e544c0e-8034-4e15-8ec4-f59fbc92ae9d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a02622db-f33e-45b1-8f62-a5e054ac1124"", ""inverseOntologyProperty"": """"}]"
50439ea6-e40c-591e-a6d6-aa5970cdac2c,tg:lhbr:212444,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,2067,In Copyright,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,tg:lhbr:212444,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19521015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,tg:lhbr:212444,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1952-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,tg:lhbr:212444,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000201913,referentienummer,False,,,,,,,,,,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:212444,brocade id,False,,,,,,,,,,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:212444/N,brocade url,False,,,,,,,,,,,,,,,
50439ea6-e40c-591e-a6d6-aa5970cdac2c,tg:lhbr:212444,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b7c3ff79-5827-56f9-9bb4-a60ea26d5165"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0793965-2563-4a10-86d4-fca2894cab50"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
