ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,museum,dataset,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Legacy Information Code, card,source_date,Copyright Revision Date,Copyright Type,Transactions
590ce98c-067e-5805-ad93-1442b2c03c71,tg:lhbr:63975,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:63975,record identifiers,https://data.letterenhuis.be/ark:/24970/590ce98c-067e-5805-ad93-1442b2c03c71,object identifier,Brieven,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""160f7a30-2b76-41b2-8d93-8505eb834920"", ""ontologyProperty"": """", ""resourceXresourceId"": ""80d82af5-ee3c-4e9a-a659-aa2b59575711"", ""inverseOntologyProperty"": """"}]"
590ce98c-067e-5805-ad93-1442b2c03c71,tg:lhbr:63975,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949.0,2064,In Copyright,
590ce98c-067e-5805-ad93-1442b2c03c71,tg:lhbr:63975,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,tg:lhbr:63975,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,19510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,tg:lhbr:63975,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,1949,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,tg:lhbr:63975,e73_Languages,1,kenmerken.lhlanguagehs,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/br/000061324,referentienummer,False,,,,,,,,,,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhbr:63975,brocade id,False,,,,,,,,,,,,,,,
590ce98c-067e-5805-ad93-1442b2c03c71,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhbr:63975/N,brocade url,False,,,,,,,,,,,,,,,
