ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:49,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/ac72dd9a-73a7-5567-9190-5ba65edc39d0,object identifier,Akten,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""35605220-00b4-427d-8902-5afa6e852098"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46b9cc84-7db1-4f81-9fab-3c37b59a6c1c"", ""inverseOntologyProperty"": """"}]"
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,1685,No Copyright - Public Domain Mark 1.0,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000040,referentienummer,False,,,,,,,,,,,,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:49,brocade id,False,,,,,,,,,,,,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:49/N,brocade url,False,,,,,,,,,,,,,,,,,,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""cec72f11-0e20-5ec6-8f33-5c5a2bc60bdc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""97637c02-c458-4068-9f0f-f967622a411e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
