ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:158,https://data.museumplantinmoretus.be/ark:/11975/aa53a10a-fff4-5244-92a5-21741bda425a,Registers,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Concept van folio 135 verso van het werkliedenboek 1723-1800 (Arch. 819; tg:mpmre:156)</p>
","<p>Concept van folio 135 verso van het werkliedenboek 1723-1800 (Arch. 819; tg:mpmre:156)</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""00262588-9733-475c-8d14-f076321fb70a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""57175808-cc0b-43e5-b917-889c409c29c0"", ""inverseOntologyProperty"": """"}]"
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,1909,No Copyright - Public Domain Mark 1.0,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17940809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17970408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794-08-09,,1797-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000154,referentienummer,False,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:158,brocade id,False,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:158/N,brocade url,False,,,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""9406a3fb-348f-516d-854c-cf07f883df8c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a76a45d5-4eff-49b8-a302-b366f4b1b39b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
aa53a10a-fff4-5244-92a5-21741bda425a,tg:mpmre:158,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loonstaat van de drukkers Nicolaus Franciscus Schuyt en Franciscus Aerkens,titles proper,Dutch (language),,,,
