ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:169,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,object identifier,Akten,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""960c0c0b-d5b1-4c6c-9578-3fa4a0ebb252"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5462566b-ff75-4462-a16c-e3fb4c5d15bf"", ""inverseOntologyProperty"": """"}]"
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,1749,No Copyright - Public Domain Mark 1.0,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16340922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634-09-22,datum na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/ak/000000157,referentienummer,False,,,,,,,,,,,,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmak:169,brocade id,False,,,,,,,,,,,,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmak:169/N,brocade url,False,,,,,,,,,,,,,,,,,,
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d88582ab-86d7-53ca-bca9-98b43eb18696"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9515bd64-20cb-4cce-85d3-ffe2563cdfea"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,
