ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:288,https://data.museumplantinmoretus.be/ark:/11975/aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,Registers,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:250,Verwijzing naar MPM objectbeschrijvingen,fac3c3b3-d495-532e-b263-d70d8423bd5c,"[{""resourceId"": ""fac3c3b3-d495-532e-b263-d70d8423bd5c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0d37800-6ac8-495d-9604-0cd546098c9b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:246,Verwijzing naar MPM objectbeschrijvingen,40919775-4193-5949-ba69-dcb16e10ffa1,"[{""resourceId"": ""40919775-4193-5949-ba69-dcb16e10ffa1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b8e55f7b-fe7d-4995-a2a0-c7fd7505402f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""dafab2c2-e1d0-4cd8-8a55-224ab104c511"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21534236-61ea-461c-8082-362d7677c906"", ""inverseOntologyProperty"": """"}]"
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,1725,No Copyright - Public Domain Mark 1.0,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,tg:mpmre:288,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
aa96fc1f-959d-5b7b-b8da-b2ba697f4bc7,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000283,referentienummer,False,,,,,,,,,,,,,,,,,
