ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:546,https://data.museumplantinmoretus.be/ark:/11975/5cd55214-037a-5360-975b-53865af21b47,Registers,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat een losse index en 10 losse stukken</p>
","<p>Bevat een losse index en 10 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:547,Verwijzing naar MPM objectbeschrijvingen,e9afc46c-6f4e-5fa5-8ff8-aa4c1c0f483b,"[{""resourceId"": ""e9afc46c-6f4e-5fa5-8ff8-aa4c1c0f483b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f211cc77-48d9-4286-a7a5-743172f0e418"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:544,Verwijzing naar MPM objectbeschrijvingen,71fd928d-34e2-5b4c-b531-9556b9c09a55,"[{""resourceId"": ""71fd928d-34e2-5b4c-b531-9556b9c09a55"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0a32d0a8-15ac-4a55-97e8-55e87732a955"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""ac919024-da31-41ee-9ea9-5e38e4be53a8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1fb3f144-bc50-42d5-ba2b-faefddeb25b9"", ""inverseOntologyProperty"": """"}]"
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1765,No Copyright - Public Domain Mark 1.0,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_CreationActors,,,au::106909,,,,mpmre,,,,,,,mpm,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,av,,au::106909:1,au::106909g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""isCapacity"":false}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16500215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16590805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650-02-15,,1659-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_Languages,2,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_Languages,3,kenmerken.mpmlanguage,spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish (language),,,,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/re/000000540,referentienummer,False,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmre:546,brocade id,False,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmre:546/N,brocade url,False,,,,,,,,,,,,,,,,,
5cd55214-037a-5360-975b-53865af21b47,tg:mpmre:546,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""b08e81ec-d7c2-50b9-a82a-4ac5901f4ea3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b5bf2829-1f1f-4763-bbcc-6ab74d639c71"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,
