ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,resource_model,ire.isaar.uuid,source_ire_type,Connected Subject Role,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Number Type,Object Identifier,Object Identifier Type,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:363,record identifiers,https://data.museumplantinmoretus.be/ark:/11975/0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,object identifier,Registers,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_AnnotationsImmaterial,2,note.mpmalg,"<p>Dit journaal stopt begin maart 1629. Na de abrupte beëindiging van de associatie tussen Balthasar I Moretus, Maria de Sweert (weduwe van Jan II Moretus), en Joannes Meursius, werd een nieuw journaal begonnen op 13 maart 1629 met signatuur SS² (zie Arch. 237). Na deze datum hebben de aantekeningen in dit journaal betrekking op de financiële afwikkeling van de associatie met Joannes Meursius.</p>
","<p>Dit journaal stopt begin maart 1629. Na de abrupte beëindiging van de associatie tussen Balthasar I Moretus, Maria de Sweert (weduwe van Jan II Moretus), en Joannes Meursius, werd een nieuw journaal begonnen op 13 maart 1629 met signatuur SS² (zie Arch. 237). Na deze datum hebben de aantekeningen in dit journaal betrekking op de financiële afwikkeling van de associatie met Joannes Meursius.</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:364,Verwijzing naar MPM objectbeschrijvingen,e09617ce-1d66-5189-af39-fecd473423bb,"[{""resourceId"": ""e09617ce-1d66-5189-af39-fecd473423bb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e6777110-644a-4784-a2a5-224f61869da7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:362,Verwijzing naar MPM objectbeschrijvingen,ddbe966e-5601-5c38-a594-8e3cccdfb4c8,"[{""resourceId"": ""ddbe966e-5601-5c38-a594-8e3cccdfb4c8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43a70a92-e079-48e3-8a75-ad1e08fc3567"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f5918185-ec32-4463-8c32-eeb9ac70f82b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f7ed96a1-c5ea-4f91-9a79-bf505934113c"", ""inverseOntologyProperty"": """"}]"
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629,1744,No Copyright - Public Domain Mark 1.0,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16290102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16330602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629-01-02,,1633-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cfac0d7-9c5a-584d-b7f1-fa3eaa449d4f,tg:mpmre:363,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,
