ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,dataset,Associated Record Note,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Creation Place Widget,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Note,End Date Note Type,End Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type,Genre Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,source_date,Copyright Revision Date,Copyright Type,Transactions
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:494,https://data.museumplantinmoretus.be/ark:/11975/91b90b3c-621b-59a3-b9a4-6b312b5fc80b,Registers,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_AnnotationsImmaterial,1,note.mpmalg,"<p>Bevat 2 losse stukken</p>
","<p>Bevat 2 losse stukken</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_AssociatedRecords,1,,,,,,mpmre,,volgend register,tg:mpmre:495,Verwijzing naar MPM objectbeschrijvingen,0858a9d6-21e1-5cd5-a238-55033bfccd9f,"[{""resourceId"": ""0858a9d6-21e1-5cd5-a238-55033bfccd9f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""46056f72-6ff2-4ffa-ae84-15355ed43eb6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_AssociatedRecords,2,,,,,,mpmre,,vorig register,tg:mpmre:493,Verwijzing naar MPM objectbeschrijvingen,3e60383b-9308-57ca-bedf-52d6f1360930,"[{""resourceId"": ""3e60383b-9308-57ca-bedf-52d6f1360930"", ""ontologyProperty"": """", ""resourceXresourceId"": ""daedc821-443b-49ab-af58-b5c166b3bb02"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""5f511735-295c-4ba2-8061-ccd069f0e3de"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a79454f2-4310-47e1-9a1f-05b58e3af6fe"", ""inverseOntologyProperty"": """"}]"
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,1729,No Copyright - Public Domain Mark 1.0,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_CreationActors,,,au::106905,,,,mpmre,,,,,,,mpm,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,,au::106905:1,au::106905g:1,,,,,Tekstdrager,originators (administrative),,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16140900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16280900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91b90b3c-621b-59a3-b9a4-6b312b5fc80b,tg:mpmre:494,e73_CreationTimeSpans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614-09,,1628-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
