ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,kenmerken.rubobjnrgr,isaad,Associated Archive,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record,museum,ire.isaar.uuid,source_ire_type,Connected Subject Role,ire.isaar.id,place_au_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,Connected Subject Type,resource_model,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,Creation Time Span Source Note,Description,Description Type,Description Language,External Relation,External Relation URL,External Relation URL Prefix,External Relation URL Type,External Relation Note,External Relation Note Language,External Relation Note Type,Keyword,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type.1,Other Identifier,Other Identifier Type,Title,Title Type,Title Language,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type,Documented Place Order,Documented Place Name Widget,Creation Place Widget,Transactions
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubenianum,tg:rubgr:4163,https://data.rubenianum.be//ark:/86530/b485ae1f-8d29-5183-9492-9d14691ae7ec,Handschriften,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,,e73_ChangeHistoryRelations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""4651d58a-7d49-46f2-8e8f-28f48a403b0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""32e8d99a-404a-4618-8f42-dff533436e68"", ""inverseOntologyProperty"": """"}]"
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_CreationTimeSpans,,default_copyright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copyright Undetermined,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Descriptions,,id.desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caravaggio & Classical Antiquity. The Entombment related to Dead of Meleager & Raphael, see: Mary Ann Graeve, 'The Stone of Unction in Caravaggio’s painting for the Chiesa Nuova', Art Bulletin XL (1958), pp. 223-237; Berenson, Caravaggio, 1953, p. 29, 225",descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Keywords,1,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caravaggio,,,,,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Keywords,2,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelangelo,,,,,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Keywords,3,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael,,,,,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Keywords,4,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berenson, Bernard",,,,,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Keywords,5,kenmerken.rubkeyword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graeve Frantz, Mary Ann",,,,,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN14/gr/000004163,referentienummer,False,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,,e73_LegacyInformation,1,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<record>
			<priref>6416</priref>
			<number>AFG_109_043</number>
			<content>Caravaggio &amp; Classical Antiquity. The Entombment related to Dead of Meleager &amp; Raphael, see: Mary Ann Graeve, 'The Stone of Unction in Caravaggio&#8217;s painting for the Chiesa Nuova', Art Bulletin XL (1958), pp. 223-237; Berenson, Caravaggio, 1953, p. 29, 225</content>
			<object.object_number>AFG_109</object.object_number>
			<object.object_name>Dossier</object.object_name>
			<class>AFG</class>
			<editorial_form>Notitie</editorial_form>
			<editorial_form>Referentie</editorial_form>
			<object.title>Bruegel &amp; Brueghel; Holbein etc.; Royal Collection; Rubens</object.title>
			<keyword>Caravaggio</keyword>
			<keyword>Michelangelo</keyword>
			<keyword>Rafael</keyword>
			<keyword>Berenson, Bernard</keyword>
			<keyword>Graeve Frantz, Mary Ann</keyword>
			<object.creator/>
			<input.date>2014-07-03</input.date>
			<edit.date>2014-07-03</edit.date>
			<edit.date>2014-07-03</edit.date>
			<edit.date>2014-07-03</edit.date>
			<input.name>Centrum</input.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.name>Centrum</edit.name>
			<edit.time>11:53:16</edit.time>
			<edit.time>11:51:01</edit.time>
			<edit.time>11:48:17</edit.time>
			<input.time>11:47:50</input.time>
			<input.source>archive</input.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
			<edit.source>archive</edit.source>
		</record>
		
",commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:rubgr:4163,brocade id,False,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacrubobj/tg:rubgr:4163/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_MaterialRecords,1,materialRecords,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""7d951d1c-e54f-5526-b96f-952a69aeb29f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bbfe8b16-c264-482a-a5a0-ccf0a0250d65"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_109_043,repository numbers,,,,,,,,,,,,,,
b485ae1f-8d29-5183-9492-9d14691ae7ec,tg:rubgr:4163,e73_Titles,1,id.title/ti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AFG_109_043,titles proper,Dutch (language),,,,,,,,,,,
